tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
Ha ha ha ha Varun Gandhi is great grand son of Nehru. You love his 'Hindu' Brahmin ancestry. Don't you. ;-) Chameleon! @Swamy39 #SemST,"[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""ha"", ""ha"", ""ha"", ""ha"", ""varun"", ""gandhi"", ""great"", ""grand"", ""son"", ""nehru"", ""love"", ""hindu"", ""brahmin"", ""ancestry"", ""dont"", ""chameleon"", ""sem"", ""st""]]",0,1
@terrybrown5367 Except for (possibly) Craig Stephen Hicks. #ChapelHillShooting #SemST,"[""atheism""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,"[[""except"", ""possibly"", ""craig"", ""stephen"", ""hicks"", ""chapel"", ""hill"", ""shooting"", ""sem"", ""st""]]",0,1
sagar wadekar on spirituality: Have you sensed the summons to your journey? #spirituality #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""sagar"", ""wadekar"", ""spirituality"", ""sensed"", ""summons"", ""journey"", ""spirituality"", ""sem"", ""st""]]",0,1
"Now, let's get SCOTUS to rule that ""Under God"" on the currency violates the Establishment Clause.  #freethinker #SemST","[""atheism""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""lets"", ""get"", ""scotus"", ""rule"", ""god"", ""currency"", ""violates"", ""establishment"", ""clause"", ""freethinker"", ""sem"", ""st""]]",0,1
You cannot expect to walk in the supernatural without the one who is supernatural. #lethimin #Dontdoministryalone #waterwalker  #BOOM #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""expect"", ""walk"", ""supernatural"", ""without"", ""one"", ""supernatural"", ""lethimin"", ""dontdoministryalone"", ""waterwalker"", ""boom"", ""sem"", ""st""]]",0,1
The desire to reach for the stars is ambitious. The desire to reach hearts is wise.  Maya Angelou #wisdom #truth #SemST,"[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""desire"", ""reach"", ""stars"", ""ambitious"", ""desire"", ""reach"", ""hearts"", ""wise"", ""maya"", ""angelou"", ""wisdom"", ""truth"", ""sem"", ""st""]]",0,1
"I believe that too often religious people do good for the same reasons non-religious do, but they give undo credit to their faith. #SemST","[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""believe"", ""often"", ""religious"", ""people"", ""good"", ""reasons"", ""nonreligious"", ""give"", ""undo"", ""credit"", ""faith"", ""sem"", ""st""]]",0,1
"The Lord is pleased w/every effort,even tiny,daily ones in which we strive to be more like Him.~Ezra Taft Benson  #lds #inspiration #SemST","[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""lord"", ""pleased"", ""wevery"", ""effort"", ""even"", ""tiny"", ""daily"", ""ones"", ""strive"", ""like"", ""ezra"", ""taft"", ""benson"", ""lds"", ""inspiration"", ""sem"", ""st""]]",0,1
All we need is to go back to our roots and get closer to nature.  #simplelife #liveeasy #foodforall #goslow #SemST,"[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""need"", ""go"", ""back"", ""roots"", ""get"", ""closer"", ""nature"", ""simplelife"", ""liveeasy"", ""foodforall"", ""goslow"", ""sem"", ""st""]]",0,1
The enemy will not be threatened by your faith until you decide to live by it. #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""enemy"", ""threatened"", ""faith"", ""decide"", ""live"", ""sem"", ""st""]]",0,1
Be Amazed.....a real unicorns among us #narwhals #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""amazed"", ""real"", ""unicorns"", ""among"", ""us"", ""narwhals"", ""sem"", ""st""]]",0,1
"We are human. It is human nature to eat and drink ourselves destitute, fuck each other raw, and kill each other. #SemST","[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""human"", ""human"", ""nature"", ""eat"", ""drink"", ""destitute"", ""fuck"", ""raw"", ""kill"", ""sem"", ""st""]]",0,1
Take hold of your Authority in Christ! Take back what the enemy has stolen! #authority #Life #Calling #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""take"", ""hold"", ""authority"", ""christ"", ""take"", ""back"", ""enemy"", ""stolen"", ""authority"", ""life"", ""calling"", ""sem"", ""st""]]",0,1
"Keep flowinz az da windz~ blend, bend and never break! #SemST","[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""keep"", ""flowinz"", ""az"", ""da"", ""windz"", ""blend"", ""bend"", ""never"", ""break"", ""sem"", ""st""]]",0,1
@ambedkarperiyar @ndtv @BDUTT  I have a problem with everyone who is sensationalising news! Crazy how people have forgotten #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""problem"", ""everyone"", ""sensationalising"", ""news"", ""crazy"", ""people"", ""forgotten"", ""sem"", ""st""]]",0,1
"atheism involves what a person does or does not believe, agnosticism involves what a person does or does not know.  #Waterford #SemST","[""atheism""]",2,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,"[[""atheism"", ""involves"", ""person"", ""believe"", ""agnosticism"", ""involves"", ""person"", ""know"", ""waterford"", ""sem"", ""st""]]",1,1
Proud of how many multi colour profile pictures I have been seeing on social media over past 3 days. Awesome view:) #LGBTRights #SemST,"[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""proud"", ""many"", ""multi"", ""colour"", ""profile"", ""pictures"", ""seeing"", ""social"", ""media"", ""past"", ""3"", ""days"", ""awesome"", ""view"", ""lgbtr"", ""ights"", ""sem"", ""st""]]",0,1
"To judge if something is humane, ask yourself how you'd feel if it were happening to you. #beagoodfuckingperson #SemST","[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""judge"", ""something"", ""humane"", ""ask"", ""youd"", ""feel"", ""happening"", ""beagoodfuckingperson"", ""sem"", ""st""]]",0,1
Sometimes it's the broken heart that finds the truest path to love. #SemST,"[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""sometimes"", ""broken"", ""heart"", ""finds"", ""truest"", ""path"", ""love"", ""sem"", ""st""]]",0,1
"heavens and the earth were one connected entity, then We separated them And We havemade from water every living thing quran 21:30 #SemST","[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""heavens"", ""earth"", ""one"", ""connected"", ""entity"", ""separated"", ""havemade"", ""water"", ""every"", ""living"", ""thing"", ""quran"", ""21"", ""30"", ""sem"", ""st""]]",0,1
Struggling with identity is very real. Christians need to look in #Christ. He has your #identity and #destiny. tweeters #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""struggling"", ""identity"", ""real"", ""christians"", ""need"", ""look"", ""christ"", ""identity"", ""destiny"", ""tweeters"", ""sem"", ""st""]]",0,1
"My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST","[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""jesus"", ""wish"", ""nothing"", ""thy"", ""holy"", ""saint"", ""philip"", ""neri"", ""catholic"", ""sem"", ""st""]]",0,1
RT @jeremysumpter: Thank you lord for such a beautiful Sunday :) truly blessed. #Blessed #church #me #jeremysumpter #Love #HAPPINES... #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""rt"", ""thank"", ""lord"", ""beautiful"", ""sunday"", ""truly"", ""blessed"", ""blessed"", ""church"", ""jeremysumpter"", ""love"", ""happines"", ""sem"", ""st""]]",0,1
Exodus 20:3-4 You shall have no other gods before Me. You shall not make for yourself an image in the form of anything. #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""exodus"", ""20"", ""34"", ""shall"", ""gods"", ""shall"", ""make"", ""image"", ""form"", ""anything"", ""sem"", ""st""]]",0,1
"If you look around you, there is much to be enraptured by. Be awake. #spirituality #SemST","[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""look"", ""around"", ""much"", ""enraptured"", ""awake"", ""spirituality"", ""sem"", ""st""]]",0,1
Your word has given me life -Ps. 119:49-50 #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""word"", ""given"", ""life"", ""ps"", ""119"", ""4950"", ""sem"", ""st""]]",0,1
Sanctify them through Thy Truth: Thy Word is Truth   John 17:17 KJV  #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""sanctify"", ""thy"", ""truth"", ""thy"", ""word"", ""truth"", ""john"", ""17"", ""17"", ""kjv"", ""sem"", ""st""]]",0,1
FAITH sees beyond the difficulties and counts on God.  -Colon Smith #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""faith"", ""sees"", ""beyond"", ""difficulties"", ""counts"", ""god"", ""colon"", ""smith"", ""sem"", ""st""]]",0,1
People keep asking if I'm going to be a vicar so much I'm scared it might actually happen  #christianvocations #theology #help #SemST,"[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""people"", ""keep"", ""asking"", ""im"", ""going"", ""vicar"", ""much"", ""im"", ""scared"", ""might"", ""actually"", ""happen"", ""christianvocations"", ""theology"", ""help"", ""sem"", ""st""]]",0,1
"What happened to this world! Attacks in France, Tunisia and Kuwait Kill Dozens!! Is this what you do in Ramadan!!!!? #shameless #SemST","[""atheism""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""happened"", ""world"", ""attacks"", ""france"", ""tunisia"", ""kuwait"", ""kill"", ""dozens"", ""ramadan"", ""shameless"", ""sem"", ""st""]]",0,1
@the_bodd I can see why it's deleted lol #LoveWins #reasonoverreligion #SemST,"[""atheism""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""see"", ""deleted"", ""lol"", ""love"", ""wins"", ""reasonoverreligion"", ""sem"", ""st""]]",0,1
You'd be blind not to see that this amazing moment in time is not being celebrated by religious zealots. #LoveWins #SemST,"[""atheism""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""youd"", ""blind"", ""see"", ""amazing"", ""moment"", ""time"", ""celebrated"", ""religious"", ""zealots"", ""love"", ""wins"", ""sem"", ""st""]]",0,1
"6 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #teamjesus #God #SemST","[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""6"", ""holy"", ""mary"", ""mother"", ""god"", ""pray"", ""us"", ""sinners"", ""hour"", ""death"", ""amen"", ""rosary"", ""teamjesus"", ""god"", ""sem"", ""st""]]",0,1
"@musical_seizure  It's very cool, but it's not evidence for any #god. Is that what you're implying?  #SemST","[""atheism""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""cool"", ""evidence"", ""god"", ""youre"", ""implying"", ""sem"", ""st""]]",0,1
RT @prayerbullets: I command all spirits of addiction to come out of my appetite in the name of Jesus. #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""rt"", ""command"", ""spirits"", ""addiction"", ""come"", ""appetite"", ""name"", ""jesus"", ""sem"", ""st""]]",0,1
If I get this one job in Charlotte I'll be good  #SemST,"[""atheism""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,"[[""get"", ""one"", ""job"", ""charlotte"", ""ill"", ""good"", ""sem"", ""st""]]",0,1
"Proud to be #TeamJinnah :) No Bhutto, no Imran's , only Jinnah's Pakistan :) #Inclusive #SemST","[""atheism""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""proud"", ""team"", ""jinnah"", ""bhutto"", ""imrans"", ""jinnahs"", ""pakistan"", ""inclusive"", ""sem"", ""st""]]",0,1
Calling all Angel. The angels will sing for the innocent. May God bless you. #MaryJaneVeloso #SemST,"[""atheism""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""calling"", ""angel"", ""angels"", ""sing"", ""innocent"", ""may"", ""god"", ""bless"", ""mary"", ""jane"", ""veloso"", ""sem"", ""st""]]",0,1
